,Education,City_Prague,Gender_Male,Loan term_4.0_12.0,Loan term_12.0_18.0,Loan term_18.0_24.0,Loan term_24.0_72.0,Loan Amount_250.0_1348.25,Loan Amount_1348.25_2325.5,Loan Amount_2325.5_3963.5,Loan Amount_3963.5_18424.0,Years since application_3.0_5.0,Years since application_5.0_8.0,Years since application_8.0_11.0,Years since application_11.0_13.0,Age_24.0_35.0,Age_35.0_41.0,Age_41.0_49.0,Age_49.0_73.0,DEFAULT
316,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
317,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
318,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
319,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
320,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
321,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
322,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
323,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
324,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
325,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
326,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
327,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
328,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
329,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
330,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
331,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
332,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
334,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
335,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
336,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
337,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
338,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
339,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
340,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
341,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
342,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
343,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
344,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
345,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
346,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
347,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
348,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
349,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
350,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
351,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
352,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
353,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
354,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
355,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
356,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
357,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
358,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
359,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
360,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
361,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
362,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
363,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
364,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
365,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
366,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
367,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
368,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
369,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
370,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
371,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
372,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
373,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
374,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
375,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
376,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
377,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
378,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
379,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
380,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
381,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
382,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
383,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
384,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
385,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
387,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
388,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
389,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
390,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
391,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
392,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
393,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
394,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
395,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
396,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
397,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
398,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
399,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
400,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
401,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
402,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
403,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
404,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
405,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
406,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
407,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
408,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
409,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
410,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
411,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
412,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
413,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
414,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
415,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
416,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
417,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
418,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
419,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
420,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
421,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
422,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
423,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
424,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
425,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
426,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
427,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
428,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
429,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
430,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
431,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
432,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
433,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
434,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
435,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
436,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
437,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
438,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
439,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
440,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
441,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
442,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
443,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
444,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
445,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
446,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
447,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
448,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
449,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
450,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
451,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
452,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
453,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
454,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
455,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
456,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
457,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
458,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
459,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
460,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
461,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
462,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
463,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
464,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
465,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
466,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
467,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
468,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
469,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
470,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
471,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
472,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
473,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
474,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
475,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
476,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
477,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
478,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
479,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
480,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
481,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
482,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
483,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
484,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
485,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
486,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
487,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
488,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
489,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
490,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
491,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
492,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
493,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
494,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
495,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
496,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
497,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
498,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
499,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
500,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
501,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
502,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
503,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
504,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
505,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
506,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
507,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
508,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
509,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
510,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
511,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
512,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
513,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
514,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
515,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
516,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
517,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
518,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
519,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
520,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
521,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
522,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
523,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
524,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
525,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
526,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
527,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
528,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
529,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
530,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
531,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
532,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
533,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
534,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
535,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
536,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
537,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
538,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
539,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
540,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
541,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
542,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
543,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
544,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
545,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
546,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
547,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
548,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
549,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
550,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
551,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
552,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
553,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
554,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
555,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
556,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
557,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
558,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
559,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
560,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
561,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
562,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
563,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
564,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
565,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
566,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
567,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
568,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
569,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
570,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
571,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
572,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
573,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
574,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
575,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
576,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
577,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
578,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
579,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
580,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
581,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
582,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
583,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
584,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
585,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
586,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
587,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
588,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
589,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
590,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
591,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
592,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
593,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
594,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
595,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
596,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
597,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
598,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
599,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
600,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
601,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
602,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
603,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
604,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
605,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
606,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
607,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
608,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
609,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
610,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
611,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
612,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
613,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
614,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
615,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
616,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
617,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
618,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
619,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
620,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
621,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
622,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
623,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
624,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
625,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
626,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
627,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
628,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
629,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
630,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
631,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
632,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
633,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
634,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
635,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
636,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
638,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
639,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
640,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
641,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
642,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
